TransactionID,CustomerID,TransactionDate,TransactionAmount,TransactionType,Currency,CounterpartyID,CounterpartyCountry,TransactionChannel,TransactionPurpose,FlagStatus
TRANS001697,CUST00120,2024-07-21,77517.62,Credit,JPY,COUNTER5680,Marshall Islands,ATM,Investment,Yes
TRANS001698,CUST00591,2024-10-31,41629.58,Credit,USD,COUNTER1379,Saint Vincent and the Grenadines,ATM,Business,Yes
TRANS001699,CUST00714,2024-10-21,96434.21,Transfer,GBP,COUNTER3290,Bangladesh,Branch,Business,Yes
TRANS001700,CUST00381,2024-03-14,32106.41,Transfer,EUR,COUNTER1310,India,ATM,Business,Yes
TRANS001701,CUST00183,2024-03-07,52351.37,Transfer,EUR,COUNTER8490,Palau,Branch,Business,Yes
TRANS001702,CUST00224,2024-11-26,42225.91,Debit,EUR,COUNTER5961,Suriname,Online,Investment,Yes
TRANS001703,CUST00902,2024-09-14,24336.65,Transfer,GBP,COUNTER7542,Reunion,ATM,Personal,Yes
TRANS001704,CUST00117,2024-04-05,80773.68,Debit,JPY,COUNTER6879,Zambia,ATM,Personal,Yes
TRANS001705,CUST00626,2024-11-30,25673.1,Debit,EUR,COUNTER1179,Congo,Online,Investment,Yes
TRANS001706,CUST00351,2024-10-14,31317.63,Credit,JPY,COUNTER3548,Burkina Faso,ATM,Investment,Yes
TRANS001707,CUST00261,2024-05-08,78719.66,Transfer,GBP,COUNTER7929,Guadeloupe,Online,Business,Yes
TRANS001708,CUST00834,2024-06-10,2679.52,Credit,USD,COUNTER5336,Norway,Branch,Personal,No
TRANS001709,CUST00637,2024-06-10,92827.41,Debit,JPY,COUNTER9238,Russian Federation,Online,Personal,Yes
TRANS001710,CUST00493,2024-05-29,20941.87,Credit,JPY,COUNTER4649,Burkina Faso,ATM,Business,Yes
TRANS001711,CUST00282,2024-06-09,67822.83,Credit,EUR,COUNTER6980,Portugal,Branch,Investment,Yes
TRANS001712,CUST00483,2024-01-07,87389.34,Transfer,EUR,COUNTER5497,Burkina Faso,ATM,Business,Yes
TRANS001713,CUST00395,2024-02-18,81176.16,Debit,JPY,COUNTER8563,Rwanda,Branch,Investment,Yes
TRANS001714,CUST00500,2024-10-06,73178.08,Debit,JPY,COUNTER8335,Canada,ATM,Business,Yes
TRANS001715,CUST00385,2024-02-16,49878.67,Credit,GBP,COUNTER6673,Egypt,Online,Personal,Yes
TRANS001716,CUST00456,2024-09-07,10952.28,Transfer,EUR,COUNTER2720,Moldova,ATM,Personal,Yes
TRANS001717,CUST00444,2024-10-22,22527.69,Transfer,EUR,COUNTER5243,Sweden,Branch,Business,Yes
TRANS001718,CUST00838,2024-02-13,5309.77,Transfer,EUR,COUNTER9366,Qatar,Online,Investment,No
TRANS001719,CUST00059,2024-11-21,58910.76,Debit,JPY,COUNTER4797,Solomon Islands,ATM,Investment,Yes
TRANS001720,CUST00046,2024-08-12,3036.73,Credit,JPY,COUNTER3085,Peru,ATM,Investment,No
TRANS001721,CUST00188,2024-11-11,83037.45,Transfer,USD,COUNTER6644,El Salvador,Online,Investment,Yes
TRANS001722,CUST00868,2024-09-11,32577.98,Debit,EUR,COUNTER5351,Czech Republic,Online,Business,Yes
TRANS001723,CUST00618,2024-10-25,54020.53,Transfer,GBP,COUNTER6063,Wallis and Futuna,Online,Investment,Yes
TRANS001724,CUST00146,2024-01-17,20500.21,Debit,JPY,COUNTER9184,Cambodia,ATM,Business,Yes
TRANS001725,CUST00228,2024-06-12,36274.37,Debit,GBP,COUNTER6580,Benin,Online,Business,Yes
TRANS001726,CUST00055,2024-06-14,67693.93,Credit,JPY,COUNTER8264,Monaco,Branch,Business,Yes
TRANS001727,CUST00344,2024-09-10,98555.92,Transfer,JPY,COUNTER4210,Bolivia,ATM,Personal,Yes
TRANS001728,CUST00182,2024-05-13,24551.05,Credit,USD,COUNTER6798,Saint Lucia,ATM,Business,Yes
TRANS001729,CUST00188,2024-05-29,31854.56,Transfer,GBP,COUNTER1690,Guinea,Online,Personal,Yes
TRANS001730,CUST00909,2024-10-01,22884.77,Transfer,JPY,COUNTER6258,Faroe Islands,ATM,Investment,Yes
TRANS001731,CUST00969,2024-10-01,18798.54,Credit,JPY,COUNTER1568,British Indian Ocean Territory (Chagos Archipelago),Branch,Personal,Yes
TRANS001732,CUST00107,2024-07-16,95778.5,Transfer,USD,COUNTER1821,Nigeria,Online,Personal,Yes
TRANS001733,CUST00412,2024-10-27,27091.65,Debit,USD,COUNTER6469,Holy See (Vatican City State),Online,Investment,Yes
TRANS001734,CUST00540,2024-10-02,20856.67,Credit,EUR,COUNTER9546,Nicaragua,Branch,Investment,Yes
TRANS001735,CUST00982,2024-09-16,59864.68,Transfer,JPY,COUNTER4522,El Salvador,Online,Business,Yes
TRANS001736,CUST00328,2024-07-23,52646.94,Debit,GBP,COUNTER2686,Ethiopia,ATM,Investment,Yes
TRANS001737,CUST00856,2024-10-11,33614.78,Transfer,USD,COUNTER4802,Macao,ATM,Investment,Yes
TRANS001738,CUST00790,2024-10-09,66853.46,Debit,GBP,COUNTER9953,Cape Verde,Online,Business,Yes
TRANS001739,CUST00032,2024-01-15,65754.42,Credit,EUR,COUNTER7722,Niger,Online,Investment,Yes
TRANS001740,CUST00795,2024-06-22,24191.71,Debit,EUR,COUNTER8919,Korea,ATM,Business,Yes
TRANS001741,CUST00265,2024-06-24,30234.87,Transfer,EUR,COUNTER7650,Myanmar,Online,Business,Yes
TRANS001742,CUST00219,2024-01-01,13359.88,Debit,GBP,COUNTER1819,Guinea-Bissau,ATM,Business,Yes
TRANS001743,CUST00664,2024-06-14,10818.95,Credit,EUR,COUNTER4512,Iran,ATM,Personal,Yes
TRANS001744,CUST00005,2024-05-15,18640.6,Credit,USD,COUNTER2170,Portugal,ATM,Investment,Yes
TRANS001745,CUST00746,2024-03-26,80354.59,Debit,USD,COUNTER9902,Portugal,Online,Business,Yes
TRANS001746,CUST00728,2024-01-07,21640.04,Transfer,EUR,COUNTER5610,Armenia,Online,Business,Yes
TRANS001747,CUST00750,2024-09-16,12331.37,Credit,USD,COUNTER4791,Czech Republic,Online,Personal,Yes
TRANS001748,CUST00619,2024-07-06,88197.54,Credit,EUR,COUNTER6175,Turkmenistan,Online,Personal,Yes
TRANS001749,CUST00548,2024-11-25,22801.1,Debit,GBP,COUNTER3541,Burundi,Branch,Investment,Yes
TRANS001750,CUST00327,2024-10-12,63694.42,Credit,EUR,COUNTER6450,Iceland,Branch,Investment,Yes
TRANS001751,CUST00414,2024-04-25,23040.66,Transfer,USD,COUNTER4757,Mongolia,Branch,Personal,Yes
TRANS001752,CUST00571,2024-04-04,31337.61,Debit,USD,COUNTER3251,Trinidad and Tobago,Branch,Investment,Yes
TRANS001753,CUST00406,2024-01-23,31402.14,Credit,USD,COUNTER2021,Malawi,ATM,Business,Yes
TRANS001754,CUST00398,2024-03-04,76310.73,Transfer,EUR,COUNTER3809,Mauritius,Branch,Investment,Yes
TRANS001755,CUST00522,2024-06-06,63135.14,Transfer,EUR,COUNTER3151,Cook Islands,Branch,Business,Yes
TRANS001756,CUST00354,2024-02-04,91733.0,Transfer,GBP,COUNTER9587,Pakistan,Branch,Business,Yes
TRANS001757,CUST00562,2024-07-14,32201.61,Debit,JPY,COUNTER5647,Vietnam,Online,Personal,Yes
TRANS001758,CUST00709,2024-05-02,81046.61,Credit,GBP,COUNTER1957,Jamaica,ATM,Business,Yes
TRANS001759,CUST00102,2024-06-14,91335.84,Transfer,JPY,COUNTER5390,Guatemala,Online,Business,Yes
TRANS001760,CUST00786,2024-06-22,63876.14,Credit,USD,COUNTER5182,Yemen,Online,Investment,Yes
TRANS001761,CUST00501,2024-12-06,96256.9,Credit,USD,COUNTER8330,Georgia,ATM,Investment,Yes
TRANS001762,CUST00365,2024-05-03,95466.55,Debit,GBP,COUNTER5388,Netherlands,ATM,Investment,Yes
TRANS001763,CUST00890,2024-02-06,42434.13,Transfer,GBP,COUNTER2319,Vanuatu,Online,Personal,Yes
TRANS001764,CUST00205,2024-02-03,71386.39,Credit,USD,COUNTER1279,Liechtenstein,Branch,Business,Yes
TRANS001765,CUST00426,2024-07-22,65942.35,Debit,EUR,COUNTER7214,Venezuela,Online,Business,Yes
TRANS001766,CUST00392,2024-02-09,57205.61,Debit,USD,COUNTER1974,Guernsey,ATM,Personal,Yes
TRANS001767,CUST00596,2024-11-06,61731.36,Transfer,USD,COUNTER3829,Bahrain,ATM,Personal,Yes
TRANS001768,CUST00832,2024-07-19,56779.13,Debit,USD,COUNTER8127,Norfolk Island,Branch,Personal,Yes
TRANS001769,CUST00427,2024-04-15,35874.23,Credit,USD,COUNTER3356,Niger,Branch,Investment,Yes
TRANS001770,CUST00789,2024-03-14,56408.63,Credit,EUR,COUNTER7824,Saint Vincent and the Grenadines,ATM,Investment,Yes
TRANS001771,CUST00720,2024-09-04,9553.14,Debit,GBP,COUNTER7612,Qatar,ATM,Personal,No
TRANS001772,CUST00439,2024-12-02,79738.13,Credit,USD,COUNTER1390,Lesotho,Branch,Personal,Yes
TRANS001773,CUST00674,2024-06-05,15229.67,Transfer,USD,COUNTER7992,New Zealand,Online,Investment,Yes
TRANS001774,CUST00987,2024-03-14,17343.0,Debit,USD,COUNTER9110,Belize,Branch,Personal,Yes
TRANS001775,CUST00564,2024-05-17,96802.86,Debit,JPY,COUNTER2837,Colombia,Branch,Personal,Yes
TRANS001776,CUST00711,2024-08-02,99699.29,Debit,EUR,COUNTER8117,British Indian Ocean Territory (Chagos Archipelago),ATM,Personal,Yes
TRANS001777,CUST00618,2024-01-16,57769.71,Debit,JPY,COUNTER5151,Reunion,Branch,Business,Yes
TRANS001778,CUST00307,2024-07-14,35351.45,Debit,EUR,COUNTER4743,Saint Kitts and Nevis,Online,Investment,Yes
TRANS001779,CUST00608,2024-08-07,97323.47,Credit,JPY,COUNTER4500,Benin,Online,Investment,Yes
TRANS001780,CUST00288,2024-05-24,86610.65,Credit,USD,COUNTER5017,United Arab Emirates,Branch,Business,Yes
TRANS001781,CUST00424,2024-01-20,65195.02,Debit,USD,COUNTER1935,Gambia,Online,Business,Yes
TRANS001782,CUST00670,2024-03-13,57732.23,Credit,EUR,COUNTER2286,Afghanistan,Online,Business,Yes
TRANS001783,CUST00284,2024-06-19,86433.67,Debit,GBP,COUNTER4400,Senegal,Branch,Business,Yes
TRANS001784,CUST00414,2024-01-26,85529.77,Credit,JPY,COUNTER3531,Bosnia and Herzegovina,Online,Investment,Yes
TRANS001785,CUST00078,2024-12-05,97280.59,Credit,GBP,COUNTER6816,Tajikistan,ATM,Personal,Yes
TRANS001786,CUST00508,2024-10-27,8320.23,Credit,USD,COUNTER4831,Romania,Online,Business,No
TRANS001787,CUST00898,2024-01-14,46441.67,Debit,GBP,COUNTER9504,Cote d'Ivoire,ATM,Business,Yes
TRANS001788,CUST00841,2024-11-28,94312.63,Credit,EUR,COUNTER8565,Thailand,Online,Investment,Yes
TRANS001789,CUST00305,2024-01-13,90244.89,Debit,JPY,COUNTER1567,Saint Vincent and the Grenadines,ATM,Business,Yes
TRANS001790,CUST00886,2024-06-10,86033.2,Credit,GBP,COUNTER8300,Aruba,ATM,Business,Yes
TRANS001791,CUST00610,2024-03-08,19120.24,Credit,EUR,COUNTER1871,Netherlands Antilles,Branch,Business,Yes
TRANS001792,CUST00286,2024-11-28,57621.23,Debit,EUR,COUNTER4346,Guernsey,Branch,Investment,Yes
TRANS001793,CUST00233,2024-01-09,46902.88,Transfer,GBP,COUNTER1060,Bhutan,Online,Personal,Yes
TRANS001794,CUST00221,2024-09-03,96125.42,Credit,GBP,COUNTER3238,Kiribati,Branch,Business,Yes
TRANS001795,CUST00532,2024-11-27,26245.78,Transfer,EUR,COUNTER6308,Aruba,Branch,Business,Yes
TRANS001796,CUST00172,2024-09-16,36872.83,Transfer,GBP,COUNTER7070,Serbia,ATM,Investment,Yes
TRANS001797,CUST00300,2024-03-02,90526.41,Transfer,USD,COUNTER6490,Moldova,Branch,Personal,Yes
TRANS001798,CUST00855,2024-01-09,62220.64,Debit,USD,COUNTER5551,Saint Kitts and Nevis,ATM,Personal,Yes
TRANS001799,CUST00635,2024-07-02,14607.53,Credit,USD,COUNTER4908,Haiti,ATM,Investment,Yes
TRANS001800,CUST00128,2024-05-06,96522.58,Credit,EUR,COUNTER3580,Marshall Islands,ATM,Business,Yes
TRANS001801,CUST00632,2024-05-19,59009.43,Transfer,JPY,COUNTER3877,Montenegro,ATM,Personal,Yes
TRANS001802,CUST00354,2024-01-01,60941.66,Debit,JPY,COUNTER9063,Suriname,Online,Investment,Yes
TRANS001803,CUST00950,2024-12-02,12096.28,Debit,EUR,COUNTER3438,Sierra Leone,Online,Investment,Yes
TRANS001804,CUST00244,2024-05-03,78734.21,Transfer,EUR,COUNTER5088,Korea,Branch,Investment,Yes
TRANS001805,CUST00260,2024-09-24,54178.9,Credit,GBP,COUNTER5172,Somalia,Online,Business,Yes
TRANS001806,CUST00803,2024-05-05,46970.36,Credit,EUR,COUNTER7751,Ghana,Branch,Business,Yes
TRANS001807,CUST00380,2024-02-19,75094.93,Debit,USD,COUNTER6859,Slovenia,Branch,Personal,Yes
TRANS001808,CUST00319,2024-08-04,42900.74,Debit,EUR,COUNTER5620,Azerbaijan,Branch,Business,Yes
TRANS001809,CUST00964,2024-12-01,36334.12,Transfer,EUR,COUNTER6524,Congo,Branch,Business,Yes
TRANS001810,CUST00097,2024-02-04,91277.02,Debit,EUR,COUNTER7690,Norfolk Island,Branch,Business,Yes
TRANS001811,CUST00652,2024-01-30,19747.16,Debit,GBP,COUNTER9312,Wallis and Futuna,Online,Investment,Yes
TRANS001812,CUST00010,2024-09-06,81135.5,Transfer,GBP,COUNTER7090,San Marino,Online,Investment,Yes
TRANS001813,CUST00971,2024-04-21,72438.95,Credit,GBP,COUNTER4520,Western Sahara,Branch,Personal,Yes
TRANS001814,CUST00238,2024-01-30,78656.44,Credit,GBP,COUNTER3779,Saint Barthelemy,ATM,Business,Yes
TRANS001815,CUST00931,2024-04-04,12702.59,Credit,USD,COUNTER8252,Jersey,Online,Personal,Yes
TRANS001816,CUST00172,2024-05-11,52074.15,Transfer,GBP,COUNTER2189,Romania,Branch,Personal,Yes
TRANS001817,CUST00096,2024-03-25,48601.68,Credit,GBP,COUNTER5962,Turks and Caicos Islands,Online,Personal,Yes
TRANS001818,CUST00131,2024-11-24,78752.77,Credit,EUR,COUNTER3017,Equatorial Guinea,Online,Personal,Yes
TRANS001819,CUST00004,2024-08-17,69440.71,Transfer,GBP,COUNTER4008,Kuwait,Online,Personal,Yes
TRANS001820,CUST00700,2024-03-19,88626.44,Credit,EUR,COUNTER4781,Chad,Branch,Business,Yes
TRANS001821,CUST00305,2024-06-17,69154.82,Transfer,GBP,COUNTER9859,Philippines,ATM,Investment,Yes
TRANS001822,CUST00308,2024-07-18,54300.01,Credit,USD,COUNTER4393,Northern Mariana Islands,ATM,Business,Yes
TRANS001823,CUST00137,2024-03-14,56044.54,Transfer,JPY,COUNTER5277,Qatar,Online,Personal,Yes
TRANS001824,CUST00049,2024-01-26,55152.35,Transfer,USD,COUNTER9757,Chile,Online,Personal,Yes
TRANS001825,CUST00674,2024-01-20,91359.1,Debit,GBP,COUNTER4438,Paraguay,Online,Personal,Yes
TRANS001826,CUST00497,2024-03-01,22563.6,Debit,USD,COUNTER6988,Gabon,Branch,Business,Yes
TRANS001827,CUST00805,2024-10-01,37424.3,Credit,EUR,COUNTER4238,Wallis and Futuna,Online,Investment,Yes
TRANS001828,CUST00131,2024-04-04,12776.16,Debit,EUR,COUNTER4321,Puerto Rico,ATM,Investment,Yes
TRANS001829,CUST00059,2024-01-30,16485.46,Debit,JPY,COUNTER1717,Saudi Arabia,ATM,Investment,Yes
TRANS001830,CUST00891,2024-02-26,39064.26,Debit,JPY,COUNTER7304,El Salvador,ATM,Business,Yes
TRANS001831,CUST00619,2024-07-19,89395.97,Credit,JPY,COUNTER4765,Lesotho,Online,Investment,Yes
TRANS001832,CUST00632,2024-08-28,87467.54,Transfer,USD,COUNTER1929,Myanmar,Online,Investment,Yes
TRANS001833,CUST00388,2024-11-11,67563.3,Credit,GBP,COUNTER5665,Grenada,Online,Business,Yes
TRANS001834,CUST00002,2024-07-31,85452.61,Debit,JPY,COUNTER5436,Norway,Branch,Business,Yes
TRANS001835,CUST00876,2024-04-15,89133.65,Transfer,JPY,COUNTER7195,Holy See (Vatican City State),Branch,Personal,Yes
TRANS001836,CUST00515,2024-06-22,99528.36,Debit,EUR,COUNTER4113,Zimbabwe,ATM,Investment,Yes
TRANS001837,CUST00804,2024-08-11,26894.24,Transfer,USD,COUNTER8025,Guatemala,Online,Investment,Yes
TRANS001838,CUST00123,2024-05-02,50068.42,Debit,JPY,COUNTER8419,Italy,ATM,Investment,Yes
TRANS001839,CUST00151,2024-02-09,29902.57,Debit,JPY,COUNTER8769,Mauritania,Online,Business,Yes
TRANS001840,CUST00453,2024-09-17,50652.74,Credit,USD,COUNTER7983,Bolivia,Online,Business,Yes
TRANS001841,CUST00511,2024-05-25,63759.97,Transfer,GBP,COUNTER1361,Estonia,ATM,Personal,Yes
TRANS001842,CUST00517,2024-04-16,82128.41,Transfer,GBP,COUNTER9932,Sierra Leone,Branch,Personal,Yes
TRANS001843,CUST00718,2024-02-15,81418.83,Transfer,JPY,COUNTER6962,Ireland,Online,Business,Yes
TRANS001844,CUST00649,2024-01-14,34051.72,Debit,JPY,COUNTER8512,United States Virgin Islands,ATM,Personal,Yes
TRANS001845,CUST00113,2024-01-03,99276.51,Debit,USD,COUNTER1007,Israel,ATM,Investment,Yes
TRANS001846,CUST00366,2024-05-20,26591.55,Transfer,GBP,COUNTER2899,Bangladesh,Online,Business,Yes
TRANS001847,CUST00300,2024-08-26,33997.67,Transfer,EUR,COUNTER3931,Chad,ATM,Personal,Yes
TRANS001848,CUST00015,2024-11-11,49038.55,Credit,GBP,COUNTER9157,Austria,ATM,Investment,Yes
TRANS001849,CUST00878,2024-04-22,83348.93,Debit,EUR,COUNTER1065,Bermuda,ATM,Personal,Yes
TRANS001850,CUST00949,2024-11-21,49325.44,Transfer,GBP,COUNTER2082,Gibraltar,Online,Business,Yes
TRANS001851,CUST00146,2024-02-09,41434.17,Credit,JPY,COUNTER4972,Canada,ATM,Business,Yes
TRANS001852,CUST00062,2024-10-19,51276.51,Credit,EUR,COUNTER9207,China,Online,Personal,Yes
TRANS001853,CUST00219,2024-10-03,70013.17,Credit,GBP,COUNTER7323,Australia,Online,Investment,Yes
TRANS001854,CUST00907,2024-11-18,44856.31,Debit,USD,COUNTER6017,Bolivia,Branch,Investment,Yes
TRANS001855,CUST00770,2024-04-18,86992.26,Transfer,EUR,COUNTER7045,Namibia,Online,Business,Yes
TRANS001856,CUST00778,2024-10-25,8477.91,Debit,USD,COUNTER7147,Falkland Islands (Malvinas),Branch,Personal,No
TRANS001857,CUST00564,2024-12-06,18072.21,Credit,EUR,COUNTER9310,Liberia,ATM,Personal,Yes
TRANS001858,CUST00382,2024-01-24,43044.6,Debit,GBP,COUNTER4417,India,ATM,Personal,Yes
TRANS001859,CUST00231,2024-10-29,1437.16,Debit,EUR,COUNTER4958,Svalbard & Jan Mayen Islands,ATM,Business,No
TRANS001860,CUST00785,2024-03-23,54176.74,Debit,GBP,COUNTER3343,Denmark,Online,Investment,Yes
TRANS001861,CUST00544,2024-07-10,67284.29,Transfer,USD,COUNTER4585,Belize,Branch,Investment,Yes
TRANS001862,CUST00245,2024-01-27,11929.36,Credit,GBP,COUNTER5357,Thailand,Online,Business,Yes
TRANS001863,CUST00655,2024-08-08,87063.33,Transfer,JPY,COUNTER8139,United Arab Emirates,Online,Business,Yes
TRANS001864,CUST00595,2024-08-12,95821.58,Transfer,USD,COUNTER2925,Pitcairn Islands,Online,Investment,Yes
TRANS001865,CUST00294,2024-11-12,97457.52,Credit,GBP,COUNTER4528,Croatia,Branch,Business,Yes
TRANS001866,CUST00955,2024-03-17,88197.74,Debit,USD,COUNTER5985,Guinea-Bissau,Branch,Personal,Yes
TRANS001867,CUST00771,2024-04-02,48395.5,Debit,USD,COUNTER9296,South Georgia and the South Sandwich Islands,Branch,Investment,Yes
TRANS001868,CUST00612,2024-06-13,26994.57,Transfer,JPY,COUNTER4548,Sudan,Online,Investment,Yes
TRANS001869,CUST00550,2024-10-10,25589.89,Credit,EUR,COUNTER1301,Norfolk Island,Branch,Personal,Yes
TRANS001870,CUST00767,2024-02-15,13414.9,Credit,USD,COUNTER1204,Solomon Islands,Online,Personal,Yes
TRANS001871,CUST00245,2024-07-06,44820.64,Credit,GBP,COUNTER4152,Togo,Branch,Personal,Yes
TRANS001872,CUST00760,2024-02-29,65191.16,Debit,EUR,COUNTER1660,French Southern Territories,ATM,Business,Yes
TRANS001873,CUST00811,2024-12-07,66501.56,Transfer,JPY,COUNTER1773,Tajikistan,ATM,Business,Yes
TRANS001874,CUST00643,2024-06-13,57255.24,Transfer,EUR,COUNTER1785,Tonga,Online,Business,Yes
TRANS001875,CUST00850,2024-05-08,14594.02,Debit,USD,COUNTER8220,Uzbekistan,ATM,Business,Yes
TRANS001876,CUST00282,2024-02-03,60804.92,Credit,JPY,COUNTER9835,American Samoa,Branch,Personal,Yes
TRANS001877,CUST00794,2024-06-07,78400.02,Debit,USD,COUNTER2515,France,ATM,Investment,Yes
TRANS001878,CUST00793,2024-02-08,35392.7,Debit,GBP,COUNTER1056,Burkina Faso,Branch,Investment,Yes
TRANS001879,CUST00186,2024-06-28,59817.87,Transfer,USD,COUNTER5507,Bouvet Island (Bouvetoya),Online,Investment,Yes
TRANS001880,CUST00688,2024-02-18,80858.16,Credit,JPY,COUNTER8680,Maldives,ATM,Personal,Yes
TRANS001881,CUST00319,2024-10-16,81090.83,Debit,GBP,COUNTER3485,Norway,Online,Personal,Yes
TRANS001882,CUST00908,2024-02-15,62232.69,Transfer,JPY,COUNTER4868,Philippines,Online,Personal,Yes
TRANS001883,CUST00143,2024-03-04,28082.16,Transfer,USD,COUNTER3790,Aruba,ATM,Personal,Yes
TRANS001884,CUST00056,2024-02-18,84829.81,Credit,USD,COUNTER1270,Mali,ATM,Business,Yes
TRANS001885,CUST00527,2024-04-18,50234.06,Transfer,GBP,COUNTER5631,France,ATM,Investment,Yes
TRANS001886,CUST00699,2024-09-08,79127.6,Transfer,EUR,COUNTER2736,Czech Republic,Branch,Investment,Yes
TRANS001887,CUST00169,2024-07-23,94288.81,Debit,USD,COUNTER5611,Estonia,ATM,Business,Yes
TRANS001888,CUST00884,2024-10-12,88645.18,Transfer,GBP,COUNTER9764,Tokelau,ATM,Investment,Yes
TRANS001889,CUST00443,2024-10-08,47560.53,Transfer,USD,COUNTER7303,Palestinian Territory,Online,Investment,Yes
TRANS001890,CUST00914,2024-05-08,90043.91,Debit,GBP,COUNTER6901,Guyana,Online,Investment,Yes
TRANS001891,CUST00714,2024-05-25,87867.21,Transfer,EUR,COUNTER9009,Fiji,Online,Personal,Yes
TRANS001892,CUST00388,2024-01-29,45933.72,Debit,USD,COUNTER4159,Myanmar,Online,Investment,Yes
TRANS001893,CUST00943,2024-11-13,94800.99,Debit,EUR,COUNTER8650,Canada,Online,Investment,Yes
TRANS001894,CUST00948,2024-09-11,97951.78,Debit,USD,COUNTER6597,Cape Verde,ATM,Personal,Yes
TRANS001895,CUST00414,2024-01-28,56186.87,Transfer,EUR,COUNTER9616,Togo,Online,Investment,Yes
TRANS001896,CUST00965,2024-07-10,57503.51,Credit,EUR,COUNTER8077,Ukraine,ATM,Investment,Yes
TRANS001897,CUST00644,2024-04-17,60782.39,Debit,EUR,COUNTER4725,Tokelau,Branch,Personal,Yes
TRANS001898,CUST00035,2024-05-30,92376.4,Transfer,JPY,COUNTER5981,Greece,ATM,Investment,Yes
TRANS001899,CUST00746,2024-12-04,93674.18,Credit,JPY,COUNTER9285,Turks and Caicos Islands,Branch,Investment,Yes
TRANS001900,CUST00092,2024-06-27,43251.01,Credit,USD,COUNTER7321,Bermuda,ATM,Business,Yes
TRANS001901,CUST00126,2024-09-06,50594.64,Debit,USD,COUNTER8535,Zimbabwe,Online,Investment,Yes
TRANS001902,CUST00853,2024-06-18,67048.6,Credit,EUR,COUNTER2521,Bermuda,ATM,Personal,Yes
TRANS001903,CUST00548,2024-09-25,29884.1,Credit,JPY,COUNTER1839,Anguilla,Branch,Personal,Yes
TRANS001904,CUST00643,2024-02-05,93515.19,Transfer,JPY,COUNTER7538,Saint Pierre and Miquelon,Online,Business,Yes
TRANS001905,CUST00873,2024-06-09,21164.19,Debit,EUR,COUNTER7301,Cuba,Branch,Personal,Yes
TRANS001906,CUST00063,2024-03-26,88756.83,Transfer,GBP,COUNTER4562,Uganda,Online,Business,Yes
TRANS001907,CUST00492,2024-03-27,16143.65,Transfer,EUR,COUNTER8909,Puerto Rico,Branch,Business,Yes
TRANS001908,CUST00611,2024-07-11,61473.03,Credit,EUR,COUNTER8383,Switzerland,ATM,Business,Yes
TRANS001909,CUST00968,2024-07-01,17187.86,Debit,JPY,COUNTER3030,Switzerland,Branch,Investment,Yes
TRANS001910,CUST00593,2024-02-05,62034.45,Transfer,USD,COUNTER3401,Korea,ATM,Business,Yes
TRANS001911,CUST00128,2024-12-01,78753.57,Debit,GBP,COUNTER6458,Northern Mariana Islands,Online,Investment,Yes
TRANS001912,CUST00345,2024-04-10,7950.56,Transfer,GBP,COUNTER3149,Papua New Guinea,ATM,Business,No
TRANS001913,CUST00697,2024-10-31,38955.84,Debit,JPY,COUNTER1701,Sao Tome and Principe,Online,Personal,Yes
TRANS001914,CUST00549,2024-06-09,84441.37,Debit,USD,COUNTER9392,Syrian Arab Republic,Branch,Personal,Yes
TRANS001915,CUST00487,2024-07-31,974.89,Debit,USD,COUNTER5675,Honduras,Online,Business,No
TRANS001916,CUST00470,2024-11-06,93911.45,Credit,EUR,COUNTER2894,Ireland,Branch,Investment,Yes
TRANS001917,CUST00029,2024-03-26,90913.34,Debit,JPY,COUNTER6602,Turkmenistan,Online,Business,Yes
TRANS001918,CUST00299,2024-08-21,36837.76,Transfer,EUR,COUNTER7303,Cameroon,Branch,Investment,Yes
TRANS001919,CUST00569,2024-08-30,76254.43,Debit,JPY,COUNTER1157,Myanmar,ATM,Investment,Yes
TRANS001920,CUST00920,2024-04-19,90404.35,Debit,JPY,COUNTER7016,Sweden,Branch,Personal,Yes
TRANS001921,CUST00630,2024-08-26,49663.83,Debit,GBP,COUNTER1740,Yemen,Branch,Investment,Yes
TRANS001922,CUST00909,2024-04-03,8643.59,Debit,EUR,COUNTER7133,Comoros,Branch,Business,No
TRANS001923,CUST00940,2024-05-13,27772.06,Transfer,GBP,COUNTER9655,Seychelles,Online,Personal,Yes
TRANS001924,CUST00024,2024-05-18,25244.23,Credit,EUR,COUNTER3971,Kenya,Online,Business,Yes
TRANS001925,CUST00333,2024-09-06,32372.77,Transfer,JPY,COUNTER6469,Dominica,Branch,Personal,Yes
TRANS001926,CUST00612,2024-09-11,62093.57,Debit,USD,COUNTER2598,Central African Republic,Online,Personal,Yes
TRANS001927,CUST00305,2024-03-21,13077.75,Debit,GBP,COUNTER2786,Timor-Leste,Branch,Personal,Yes
TRANS001928,CUST00401,2024-10-18,15869.25,Debit,USD,COUNTER3985,Cote d'Ivoire,Branch,Investment,Yes
TRANS001929,CUST00411,2024-11-20,30650.47,Debit,USD,COUNTER4535,Belarus,Online,Personal,Yes
TRANS001930,CUST00021,2024-01-03,89533.89,Debit,JPY,COUNTER9584,Fiji,ATM,Business,Yes
TRANS001931,CUST00466,2024-03-22,4139.24,Transfer,JPY,COUNTER8662,Antarctica (the territory South of 60 deg S),ATM,Investment,No
